ID_Sport,ID_School,Season,Number,Name,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Prior_School,Player_URL
MHOOPS,UNC,2010-2011,40,Harrison Barnes,Harrison,Barnes,F,6/8/13,210,Fr.,"Ames, Iowa (Ames)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205530387&Q
MHOOPS,UNC,2010-2011,44,Tyler Zeller,Tyler,Zeller,F,7/1/00,250,Jr.,"Washington, Ind. (Washington)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497525&Q
MHOOPS,UNC,2011-2012,1,Dexter Strickland,Dexter,Strickland,G,6/3/13,180,Jr.,"Rahway, N.J. (St. Patrick)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497515&Q
MHOOPS,UNC,2011-2012,2,Leslie McDonald,Leslie,McDonald,G,6/5/13,210,Jr.,"Memphis, Tenn. (Briarcrest Christian School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497528&Q
MHOOPS,UNC,2011-2012,4,Luke Davis,Luke,Davis,G,6/1/00,172,So.,"Raleigh, N.C. (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497527&Q
MHOOPS,UNC,2011-2012,5,Kendall Marshall,Kendall,Marshall,G,6/4/13,195,So.,"Dumfries, Va. (Bishop O'Connell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497520&Q
MHOOPS,UNC,2011-2012,11,Stilman White,Stilman,White,G,6/1/00,160,Fr.,"Wilmington, N.C. (Hoggard)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497514&Q
MHOOPS,UNC,2011-2012,14,Desmond Hubert,Desmond,Hubert,F,6/1/95,205,Fr.,"Cream Ridge, N.J. (New Egypt)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497521&Q
MHOOPS,UNC,2011-2012,15,P.J. Hairston,P.J.,Hairston,G,6/1/55,220,Fr.,"Greensboro, N.C. (Hargrave Military Academy (Va.)/Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497519&Q
MHOOPS,UNC,2011-2012,21,Jackson Simmons,Jackson,Simmons,F,6/7/13,205,Fr.,"Webster, N.C. (Smoky Mountain)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497529&Q
MHOOPS,UNC,2011-2012,22,David Dupont,David,Dupont,F,6/5/13,190,Sr.,"Greensboro, N.C. (Grimsley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497535&Q
MHOOPS,UNC,2011-2012,24,Justin Watts,Justin,Watts,G,6/5/13,210,Sr.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497518&Q
MHOOPS,UNC,2011-2012,30,Patrick Crouch,Patrick,Crouch,G,5/11/13,180,Sr.,"Asheville, N.C. (T.C. Roberson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497523&Q
MHOOPS,UNC,2011-2012,31,John Henson,John,Henson,F,6/11/13,220,Jr.,"Tampa, Fla. (Sickles)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497517&Q
MHOOPS,UNC,2011-2012,34,Stewart Cooper,Stewart,Cooper,F,6/5/13,202,Sr.,"Winston-Salem, N.C. (Forsyth Country Day)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497530&Q
MHOOPS,UNC,2011-2012,35,Reggie Bullock,Reggie,Bullock,G,6/7/13,205,So.,"Kinston, N.C. (Kinston)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497532&Q
MHOOPS,UNC,2011-2012,40,Harrison Barnes,Harrison,Barnes,F,6/8/13,215,So.,"Ames, Iowa (Ames)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205530387&Q
MHOOPS,UNC,2011-2012,43,James Michael McAdoo,James Michael,McAdoo,F,6/9/13,220,Fr.,"Norfolk, Va. (Norfolk Christian)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497513&Q
MHOOPS,UNC,2011-2012,44,Tyler Zeller,Tyler,Zeller,F,7/1/00,250,Sr.,"Washington, Ind. (Washington)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497525&Q
MHOOPS,UNC,2012-2013,0,Joel James,Joel,James,F,41435,260,Fr.,"West Palm Beach, Fla. (Dwyer)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205697725&Q
MHOOPS,UNC,2012-2013,1,Dexter Strickland,Dexter,Strickland,G,41428,180,Sr.,"Rahway, N.J. (St. Patrick)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497515&Q
MHOOPS,UNC,2012-2013,2,Leslie McDonald,Leslie,McDonald,G,41430,215,Jr.,"Memphis, Tenn. (Briarcrest Christian School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497528&Q
MHOOPS,UNC,2012-2013,3,Wade Moody,Wade,Moody,G,36678,175,Jr.,"Mount Airy, N.C. (Mount Airy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205722859&Q
MHOOPS,UNC,2012-2013,4,Luke Davis,Luke,Davis,G,36678,172,So.,"Raleigh, N.C. (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497527&Q
MHOOPS,UNC,2012-2013,5,Marcus Paige,Marcus,Paige,G,41430,157,Fr.,"Marion, Iowa (Linn-Mar)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205698556&Q
MHOOPS,UNC,2012-2013,11,Brice Johnson,Brice,Johnson,F,41434,187,Fr.,"Orangeburg, S.C. (Edisto)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205698555&Q
MHOOPS,UNC,2012-2013,14,Desmond Hubert,Desmond,Hubert,F,6'9.5'',220,So.,"Cream Ridge, N.J. (New Egypt)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497521&Q
MHOOPS,UNC,2012-2013,15,P.J. Hairston,P.J.,Hairston,G,6'5.5'',220,So.,"Greensboro, N.C. (Hargrave Military Academy (Va.)/Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497519&Q
MHOOPS,UNC,2012-2013,21,Jackson Simmons,Jackson,Simmons,F,41432,220,So.,"Webster, N.C. (Smoky Mountain)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497529&Q
MHOOPS,UNC,2012-2013,22,Frank Tanner,Frank,Tanner,F,41429,210,Sr.,"Charlotte, N.C. (Hickory Ridge)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205722805&Q
MHOOPS,UNC,2012-2013,25,J.P. Tokoto,J.P.,Tokoto,F,41430,185,Fr.,"Menomonee Falls, Wisc. (Menomonee Falls)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205698738&Q
MHOOPS,UNC,2012-2013,30,James Manor,James,Manor,F,41431,210,Jr.,"Carrboro, N.C. (Chapel Hill)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205722643&Q
MHOOPS,UNC,2012-2013,34,Denzel Robinson,Denzel,Robinson,F,41429,215,Jr.,"Chapel Hill, N.C. (Chapel Hill)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205722829&Q
MHOOPS,UNC,2012-2013,35,Reggie Bullock,Reggie,Bullock,G,41432,205,Jr.,"Kinston, N.C. (Kinston)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497532&Q
MHOOPS,UNC,2012-2013,43,James Michael McAdoo,James Michael,McAdoo,F,41434,230,So.,"Norfolk, Va. (Norfolk Christian)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497513&Q
