Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_flags2005.idx_gr:vl-unitid of parent institution reporting graduation rates
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,6,2,4,1,0,1,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,4,4,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,53,17,36,43,15,28,0,0,0,4,0,4,2,1,1,0,0,0,2,0,2,2,1,1,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,10,10,0,8,8,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,3,5,4,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,16,16,0,8,8,0,5,5,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,38,8,30,30,6,24,0,0,0,3,0,3,1,1,0,0,0,0,2,0,2,2,1,1,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,2,3,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,22,9,13,16,6,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,16,9,7,12,7,5,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,13,13,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,13,6,7,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,5,1,4,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,6,6,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross-country and/or track,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,46,16,30,42,14,28,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,3,3,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,16,11,5,8,7,1,7,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,3,3,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,34,11,23,30,9,21,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,9,7,2,6,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,2,2,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross-country and/or track,5,4,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,37,17,20,31,12,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,10,6,4,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,6,3,3,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,17,17,0,4,4,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,25,10,15,23,9,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,2,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,23,10,13,19,7,12,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,1,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,11,11,0,5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,20,8,12,18,6,12,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,16,16,0,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,25,10,15,19,8,11,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,3,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,2,4,1,0,1,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,22,22,0,13,13,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,23,9,14,17,7,10,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,3,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,1,4,1,0,1,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,17,17,0,10,10,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,28,8,20,23,6,17,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2,1,1,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,12,12,0,11,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,9,5,4,4,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,7,4,6,4,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,26,26,0,6,6,0,19,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,21,6,15,17,5,12,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,1,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,1,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,9,5,4,5,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,-2
2004-2005,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,11,11,0,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,51,13,38,42,11,31,2,0,2,3,1,2,1,1,0,0,0,0,0,0,0,3,0,3,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,3,2,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,23,12,11,14,9,5,7,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,24,24,0,8,8,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,35,9,26,28,7,21,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,3,0,3,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,15,9,6,9,7,2,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,9,9,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,24,0,24,20,0,20,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,9,3,6,8,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,4,4,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,14,0,14,12,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,59,23,36,48,17,31,3,3,0,1,0,1,6,2,4,0,0,0,0,0,0,1,1,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,5,1,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,6,3,3,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,17,17,0,9,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,55,23,32,47,17,30,3,3,0,0,0,0,4,2,2,0,0,0,0,0,0,1,1,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,6,3,3,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,16,16,0,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
