Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2000-2001,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,2,6,7,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,7,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,9,9,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,15,15,0,8,8,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),32,8,24,29,5,24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,3,15,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,7,5,5,4,1,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,2,5,3,2,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,12,4,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2000-2001,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,5,2,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,6,6,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),29,15,14,22,10,12,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,3,3,0
2000-2001,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,7,11,15,5,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
2000-2001,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,6,4,4,1,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,2,7,5,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,4,4,0,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,1,1,0,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,4,13,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,4,12,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,3,11,12,2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,3,11,12,2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2000-2001,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2000-2001,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,6,6,0,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,4,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),28,8,20,24,7,17,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,2
2000-2001,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,19,6,13,17,5,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2000-2001,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,4,7,7,3,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,3,6,7,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,9,9,0,12,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,13,0,7,7,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,12,23,30,12,18,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,9,13,20,9,11,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,2,0,2,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,0,5,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,11,3,8,8,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,6,3,5,5,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,1,9,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),43,17,26,35,14,21,1,0,1,2,1,1,3,1,2,0,0,0,0,0,0,2,1,1
2000-2001,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,41,16,25,33,13,20,1,0,1,2,1,1,3,1,2,0,0,0,0,0,0,2,1,1
2000-2001,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,11,11,0,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,17,17,0,9,9,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
