Year,unitid,Institution_Name,Cohort_Data,Sport,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,23,4,19,19,3,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,2
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,7,7,0,1,1,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,209542,Oregon State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,25,9,16,18,5,13,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,3,2,1
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,9,3,6,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,10,10,0,4,4,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,17,5,12,13,3,10,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,3,4,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,5,5,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,36,15,21,31,13,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,21,21,0,20,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,10,3,7,4,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,29,11,18,26,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,2,5,4,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,14,14,0,6,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,217882,Clemson University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,29,11,18,22,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,7,3,4,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,19,19,0,7,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,17,8,9,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,4,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,31,14,17,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,1,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,4,4,2,2,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,8,0,8,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,23,23,0,15,15,0,6,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,20,7,13,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,1,1,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,7,3,4,1,1,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2001-2002,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,21,21,0,14,14,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,15,3,12,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,3,5,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,6,6,0,12,12,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,12,2,10,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,2,3,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,12,12,0,5,5,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,33,11,22,29,9,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,10,10,0,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,3,5,6,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,12,7,5,7,5,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,16,16,0,4,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,24,7,17,20,5,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,1,4,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,10,5,5,6,4,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,9,9,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,32,16,16,28,16,12,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,9,9,0,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,5,6,7,2,5,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,10,10,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,27,15,12,23,15,8,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,2,5,5,1,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,15,1,14,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,9,2,7,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,13,1,12,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,45,16,29,33,12,21,0,0,0,2,1,1,7,2,5,0,0,0,0,0,0,3,1,2
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,10,10,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,3,3,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,1,10,8,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,17,17,0,9,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,35,10,25,25,6,19,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,2,1,1
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,9,9,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,2,3,2,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,11,1,10,8,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,14,14,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
