Year,unitid,Institution_Name,Cohort_Data,Sport,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_gr1999_hd.idx_grs:vl-unitid of parent institution reporting graduation rates
1998-1999,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,27,14,13,13,7,6,2,1,1,5,4,1,3,1,2,1,0,1,3,1,2,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,3,3,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,11,11,0,5,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,14,7,7,7,5,2,1,0,1,2,1,1,3,1,2,0,0,0,1,0,1,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,122755,San Jose State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,26,15,11,17,10,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7,3,4,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,7,1,6,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,22,22,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,24,13,11,15,8,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7,3,4,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,6,1,5,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,-2
1998-1999,228246,Southern Methodist University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,13,13,0,8,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,28,9,19,22,7,15,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,2,5,4,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,10,7,3,7,5,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,10,10,0,9,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,27,9,18,21,7,14,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,7,2,5,4,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,8,5,3,5,3,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,243744,Stanford University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,7,7,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,27,7,20,21,3,18,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,3,3,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,18,10,8,12,7,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,20,5,15,15,2,13,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,12,7,5,9,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,228723,Texas A & M University-College Station,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,22,6,16,18,6,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,5,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,10,7,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,8,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,19,6,13,17,6,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,9,7,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,-2
1998-1999,100751,The University of Alabama,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,21,10,11,18,9,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,11,11,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,1,5,4,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,15,9,6,6,4,2,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,19,19,0,8,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,12,3,9,11,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,1,4,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,7,3,4,2,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,228778,The University of Texas at Austin,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,24,11,13,18,10,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,4,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,13,7,6,5,3,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,4,4,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,14,7,7,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,7,3,4,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,10,10,0,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross country and/or track,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,134130,University of Florida,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,23,11,12,18,8,10,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,1,7,1,0,1,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,16,5,11,3,1,2,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,5,5,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,19,9,10,15,7,8,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,6,1,5,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,9,3,6,2,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,-2
1998-1999,139959,University of Georgia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,4,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,27,8,19,25,6,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,17,12,5,11,8,3,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,14,14,0,5,5,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,17,4,13,15,2,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross country and/or track,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,7,1,6,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,8,8,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,2,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,3,3,0,14,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,135726,University of Miami,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,38,16,22,29,11,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,2,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,5,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,32,13,19,26,9,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,0,5,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-2
1998-1999,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,35,15,20,24,7,17,2,2,0,0,0,0,1,0,1,2,1,1,0,0,0,6,5,1,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,1,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,12,2,10,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,14,14,0,9,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,25,8,17,17,3,14,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,5,4,1,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,9,1,8,6,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,44,21,23,39,17,22,1,1,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,3,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,15,10,5,9,7,2,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
