"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"42","1971-72","NBA","New York Knicks*","48","34",".585","2","2.28","","","Lost Finals","R. Holzman (48-34)"
"43","1970-71","NBA","New York Knicks*","52","30",".634","1","5.05","","","Lost Eastern Conference Finals","R. Holzman (52-30)"
"44","1969-70","NBA","New York Knicks*","60","22",".732","1","8.42","","","Won Finals","R. Holzman (60-22)"
"45","1968-69","NBA","New York Knicks*","54","28",".659","3","5.48","","","Lost Eastern Division Finals","R. Holzman (54-28)"
"46","1967-68","NBA","New York Knicks*","43","39",".524","3","1.78","","","Lost Eastern Division Semifinals","D. McGuire (15-22), R. Holzman (28-17)"
"47","1966-67","NBA","New York Knicks*","36","45",".444","4","-2.74","","","Lost Eastern Division Semifinals","D. McGuire (36-45)"
"48","1965-66","NBA","New York Knicks","30","50",".375","4","-2.31","","","","H. Gallatin (6-15), D. McGuire (24-35)"
"49","1964-65","NBA","New York Knicks","31","49",".388","4","-3.26","","","","E. Donovan (12-26), H. Gallatin (19-23)"
"50","1963-64","NBA","New York Knicks","22","58",".275","4","-5.91","","","","E. Donovan (22-58)"
"51","1962-63","NBA","New York Knicks","21","59",".263","4","-6.20","","","","E. Donovan (21-59)"
"52","1961-62","NBA","New York Knicks","29","51",".363","4","-3.98","","","","E. Donovan (29-51)"
"53","1960-61","NBA","New York Knicks","21","58",".266","4","-5.44","","","","C. Braun (21-58)"
"54","1959-60","NBA","New York Knicks","27","48",".360","4","-1.43","","","","A. Levane (8-19), C. Braun (19-29)"
"55","1958-59","NBA","New York Knicks*","40","32",".556","2","0.49","","","Lost Eastern Division Semifinals","A. Levane (40-32)"
"56","1957-58","NBA","New York Knicks","35","37",".486","4","1.35","","","","V. Boryla (35-37)"
"57","1956-57","NBA","New York Knicks","36","36",".500","4","0.07","","","","V. Boryla (36-36)"
"58","1955-56","NBA","New York Knicks*","35","37",".486","4","-0.20","","","Lost Eastern Division Third Place Tiebreaker","J. Lapchick (26-25), V. Boryla (9-12)"
"59","1954-55","NBA","New York Knicks*","38","34",".528","2","0.11","","","Lost Eastern Division Semifinals","J. Lapchick (38-34)"
"60","1953-54","NBA","New York Knicks*","44","28",".611","1","-0.17","","","Eliminated in Eastern Division Round Robin","J. Lapchick (44-28)"
"61","1952-53","NBA","New York Knicks*","47","23",".671","1","4.39","","","Lost Finals","J. Lapchick (47-23)"
"62","1951-52","NBA","New York Knicks*","37","29",".561","3","0.68","","","Lost Finals","J. Lapchick (37-29)"
"63","1950-51","NBA","New York Knicks*","36","30",".545","3","0.49","","","Lost Finals","J. Lapchick (36-30)"
"64","1949-50","NBA","New York Knicks*","40","28",".588","2","2.53","","","Lost Eastern Division Finals","J. Lapchick (40-28)"
"65","1948-49","BAA","New York Knicks*","32","28",".533","2","1.25","","","Lost Eastern Division Finals","J. Lapchick (32-28)"
"66","1947-48","BAA","New York Knicks*","26","22",".542","2","2.30","","","Lost Quarterfinals","J. Lapchick (26-22)"
"67","1946-47","BAA","New York Knicks*","33","27",".550","3","0.61","","","Lost Semifinals","N. Cohalan (33-27)"
